,Goal 1,Goal 2,Goal 3,Goal 4,Avoid [Ambulance Mobilized At Station]
timestamp,cps,cps,cps,cps,cps
16:25:32.5209,0.9763,1.0000,1.0000,1.0000,0.8081
16:25:33.5210,0.9763,1.0000,1.0000,1.0000,0.8058
16:25:34.5210,0.9764,1.0000,1.0000,1.0000,0.8036
16:25:35.5286,0.9764,1.0000,1.0000,1.0000,0.8013
16:25:36.5211,0.9764,1.0000,1.0000,1.0000,0.7990
16:25:37.5253,0.9765,1.0000,1.0000,1.0000,0.7968
16:25:38.5284,0.9765,1.0000,1.0000,1.0000,0.7946
16:25:39.5288,0.9765,1.0000,1.0000,1.0000,0.7924
16:25:40.5292,0.9765,1.0000,1.0000,1.0000,0.7901
16:25:41.5307,0.9766,1.0000,1.0000,1.0000,0.7879
16:25:42.5307,0.9766,1.0000,1.0000,1.0000,0.7858
16:25:43.5308,0.9767,1.0000,1.0000,1.0000,0.7837
16:25:44.5309,0.9767,1.0000,1.0000,1.0000,0.7816
16:25:45.5310,0.9767,1.0000,1.0000,1.0000,0.7806
16:25:46.5311,0.9768,1.0000,1.0000,1.0000,0.7797
16:25:47.5312,0.9768,1.0000,1.0000,1.0000,0.7788
16:25:48.5312,0.9768,1.0000,1.0000,1.0000,0.7780
16:25:49.5313,0.9768,1.0000,1.0000,1.0000,0.7771
16:25:50.5344,0.9768,1.0000,1.0000,1.0000,0.7774
16:25:51.5371,0.9768,1.0000,1.0000,1.0000,0.7777
16:25:52.5393,0.9768,1.0000,1.0000,1.0000,0.7780
16:25:53.5414,0.9770,1.0000,1.0000,1.0000,0.7783
16:25:54.5445,0.9770,1.0000,1.0000,1.0000,0.7786
16:25:55.5446,0.9770,1.0000,1.0000,1.0000,0.7789
16:25:56.5478,0.9771,1.0000,1.0000,1.0000,0.7792
16:25:57.5478,0.9771,1.0000,1.0000,1.0000,0.7794
16:25:58.5479,0.9771,1.0000,1.0000,1.0000,0.7797
16:25:59.5479,0.9771,1.0000,1.0000,1.0000,0.7800
16:26:00.5494,0.9772,1.0000,1.0000,1.0000,0.7791
16:26:01.5516,0.9772,1.0000,1.0000,1.0000,0.7782
16:26:02.5547,0.9772,1.0000,1.0000,1.0000,0.7773
16:26:03.5556,0.9772,1.0000,1.0000,1.0000,0.7764
16:26:04.5588,0.9773,1.0000,1.0000,1.0000,0.7756
16:26:05.5657,0.9773,1.0000,1.0000,1.0000,0.7747
16:26:06.5623,0.9773,1.0000,1.0000,1.0000,0.7738
16:26:07.5646,0.9774,1.0000,1.0000,1.0000,0.7730
16:26:08.5647,0.9774,1.0000,1.0000,1.0000,0.7721
16:26:09.5647,0.9774,1.0000,1.0000,1.0000,0.7713
16:26:10.5648,0.9775,1.0000,1.0000,1.0000,0.7705
16:26:11.5649,0.9775,1.0000,1.0000,1.0000,0.7696
16:26:12.5680,0.9775,1.0000,1.0000,1.0000,0.7699
16:26:13.5712,0.9775,1.0000,1.0000,1.0000,0.7702
16:26:14.5720,0.9776,1.0000,1.0000,1.0000,0.7705
16:26:15.5752,0.9776,1.0000,1.0000,1.0000,0.7708
16:26:16.5754,0.9776,1.0000,1.0000,1.0000,0.7711
16:26:17.5766,0.9777,1.0000,1.0000,1.0000,0.7714
16:26:18.5767,0.9777,1.0000,1.0000,1.0000,0.7717
16:26:19.5783,0.9777,1.0000,1.0000,1.0000,0.7720
16:26:20.5795,0.9777,1.0000,1.0000,1.0000,0.7723
16:26:21.5845,0.9778,1.0000,1.0000,1.0000,0.7726
16:26:22.5863,0.9778,1.0000,1.0000,1.0000,0.7729
16:26:23.5864,0.9778,1.0000,1.0000,1.0000,0.7731
16:26:24.5867,0.9779,1.0000,1.0000,1.0000,0.7734
16:26:25.5885,0.9779,1.0000,1.0000,1.0000,0.7737
16:26:26.5916,0.9779,1.0000,1.0000,1.0000,0.7740
16:26:27.5918,0.9779,1.0000,1.0000,1.0000,0.7743
16:26:28.5942,0.9780,1.0000,1.0000,1.0000,0.7746
16:26:29.5972,0.9780,1.0000,1.0000,1.0000,0.7749
16:26:30.5991,0.9780,1.0000,1.0000,1.0000,0.7751
16:26:31.5991,0.9780,1.0000,1.0000,1.0000,0.7754
16:26:32.6010,0.9781,1.0000,1.0000,1.0000,0.7757
16:26:33.6010,0.9781,1.0000,1.0000,1.0000,0.7760
16:26:34.6011,0.9781,1.0000,1.0000,1.0000,0.7763
16:26:35.6022,0.9781,1.0000,1.0000,1.0000,0.7765
16:26:36.6022,0.9781,1.0000,1.0000,1.0000,0.7768
16:26:37.6064,0.9782,1.0000,1.0000,1.0000,0.7771
16:26:38.6093,0.9782,1.0000,1.0000,1.0000,0.7774
16:26:39.6092,0.9782,1.0000,1.0000,1.0000,0.7777
16:26:40.6103,0.9782,1.0000,1.0000,1.0000,0.7779
16:26:41.6134,0.9783,1.0000,1.0000,1.0000,0.7782
16:26:42.6160,0.9783,1.0000,1.0000,1.0000,0.7785
16:26:43.6171,0.9784,1.0000,1.0000,1.0000,0.7788
16:26:44.6173,0.9784,1.0000,1.0000,1.0000,0.7790
16:26:45.6192,0.9784,1.0000,1.0000,1.0000,0.7793
16:26:46.6224,0.9784,1.0000,1.0000,1.0000,0.7796
16:26:47.6233,0.9785,1.0000,1.0000,1.0000,0.7798
16:26:48.6254,0.9785,1.0000,1.0000,1.0000,0.7801
16:26:49.6285,0.9785,1.0000,1.0000,1.0000,0.7804
16:26:50.6316,0.9785,1.0000,1.0000,1.0000,0.7807
16:26:51.6320,0.9786,1.0000,1.0000,1.0000,0.7809
16:26:52.6350,0.9786,1.0000,1.0000,1.0000,0.7812
16:26:53.6355,0.9786,1.0000,1.0000,1.0000,0.7815
16:26:54.6377,0.9786,1.0000,1.0000,1.0000,0.7817
16:26:55.6377,0.9786,1.0000,1.0000,1.0000,0.7820
16:26:56.6378,0.9786,1.0000,1.0000,1.0000,0.7823
16:26:57.6389,0.9787,1.0000,1.0000,1.0000,0.7825
16:26:58.6419,0.9787,1.0000,1.0000,1.0000,0.7817
16:26:59.6420,0.9788,1.0000,1.0000,1.0000,0.7809
16:27:00.6451,0.9788,1.0000,1.0000,1.0000,0.7801
16:27:01.6482,0.9788,1.0000,1.0000,1.0000,0.7794
16:27:02.6502,0.9789,1.0000,1.0000,1.0000,0.7796
16:27:03.6503,0.9789,1.0000,1.0000,1.0000,0.7799
16:27:04.6503,0.9789,1.0000,1.0000,1.0000,0.7802
16:27:05.6504,0.9789,1.0000,1.0000,1.0000,0.7804
16:27:06.6504,0.9790,1.0000,1.0000,1.0000,0.7807
16:27:07.6504,0.9790,1.0000,1.0000,1.0000,0.7810
16:27:08.6505,0.9790,1.0000,1.0000,1.0000,0.7812
16:27:09.6506,0.9790,1.0000,1.0000,1.0000,0.7815
16:27:10.6506,0.9791,1.0000,1.0000,1.0000,0.7817
16:27:11.6507,0.9791,1.0000,1.0000,1.0000,0.7820
16:27:12.6530,0.9791,1.0000,1.0000,1.0000,0.7823
16:27:13.6561,0.9791,1.0000,1.0000,1.0000,0.7825
16:27:14.6561,0.9791,1.0000,1.0000,1.0000,0.7828
16:27:15.6583,0.9792,1.0000,1.0000,1.0000,0.7830
16:27:16.6590,0.9792,1.0000,1.0000,1.0000,0.7833
16:27:17.6620,0.9792,1.0000,1.0000,1.0000,0.7835
16:27:18.6652,0.9792,1.0000,1.0000,1.0000,0.7838
16:27:19.6673,0.9793,1.0000,1.0000,1.0000,0.7841
16:27:20.6674,0.9793,1.0000,1.0000,1.0000,0.7843
16:27:21.6694,0.9793,1.0000,1.0000,1.0000,0.7846
16:27:22.6695,0.9793,1.0000,1.0000,1.0000,0.7848
16:27:23.6699,0.9794,1.0000,1.0000,1.0000,0.7851
16:27:24.6731,0.9794,1.0000,1.0000,1.0000,0.7853
16:27:25.6762,0.9794,1.0000,1.0000,1.0000,0.7855
16:27:26.6762,0.9794,1.0000,1.0000,1.0000,0.7858
16:27:27.6795,0.9795,1.0000,1.0000,1.0000,0.7860
16:27:28.6796,0.9795,1.0000,1.0000,1.0000,0.7852
16:27:29.6796,0.9795,1.0000,1.0000,1.0000,0.7843
16:27:30.6827,0.9795,1.0000,1.0000,1.0000,0.7835
16:27:31.6843,0.9795,1.0000,1.0000,1.0000,0.7827
16:27:32.6869,0.9795,1.0000,1.0000,1.0000,0.7819
16:27:33.6901,0.9795,1.0000,1.0000,1.0000,0.7811
16:27:34.6903,0.9795,1.0000,1.0000,1.0000,0.7803
16:27:35.6911,0.9796,1.0000,1.0000,1.0000,0.7795
16:27:36.6936,0.9797,1.0000,1.0000,1.0000,0.7787
16:27:37.6936,0.9797,1.0000,1.0000,1.0000,0.7779
16:27:38.6952,0.9797,1.0000,1.0000,1.0000,0.7771
16:27:39.6953,0.9797,1.0000,1.0000,1.0000,0.7764
16:27:40.6953,0.9798,1.0000,1.0000,1.0000,0.7756
16:27:41.6954,0.9798,1.0000,1.0000,1.0000,0.7748
16:27:42.6954,0.9798,1.0000,1.0000,1.0000,0.7740
16:27:43.6986,0.9798,1.0000,1.0000,1.0000,0.7732
16:27:44.7017,0.9799,1.0000,1.0000,1.0000,0.7724
16:27:45.7018,0.9799,1.0000,1.0000,1.0000,0.7716
16:27:46.7020,0.9799,1.0000,1.0000,1.0000,0.7709
16:27:47.7019,0.9799,1.0000,1.0000,1.0000,0.7701
16:27:48.7020,0.9799,1.0000,1.0000,1.0000,0.7693
16:27:49.7021,0.9800,1.0000,1.0000,1.0000,0.7685
16:27:50.7022,0.9800,1.0000,1.0000,1.0000,0.7677
16:27:51.7022,0.9800,1.0000,1.0000,1.0000,0.7670
16:27:52.7023,0.9800,1.0000,1.0000,1.0000,0.7662
16:27:53.7023,0.9800,1.0000,1.0000,1.0000,0.7654
16:27:54.7023,0.9801,1.0000,1.0000,1.0000,0.7647
16:27:55.7024,0.9801,1.0000,1.0000,1.0000,0.7630
16:27:56.7024,0.9801,1.0000,1.0000,1.0000,0.7623
16:27:57.7046,0.9801,1.0000,1.0000,1.0000,0.7626
16:27:58.7078,0.9801,1.0000,1.0000,1.0000,0.7629
16:27:59.7082,0.9802,1.0000,1.0000,1.0000,0.7631
16:28:00.7082,0.9802,1.0000,1.0000,1.0000,0.7634
16:28:01.7084,0.9802,1.0000,1.0000,1.0000,0.7637
16:28:02.7085,0.9803,1.0000,1.0000,1.0000,0.7639
16:28:03.7086,0.9803,1.0000,1.0000,1.0000,0.7642
16:28:04.7086,0.9803,1.0000,1.0000,1.0000,0.7644
16:28:05.7102,0.9803,1.0000,1.0000,1.0000,0.7647
16:28:06.7133,0.9803,1.0000,1.0000,1.0000,0.7650
16:28:07.7134,0.9803,1.0000,1.0000,1.0000,0.7652
16:28:08.7136,0.9803,1.0000,1.0000,1.0000,0.7655
16:28:09.7137,0.9803,1.0000,1.0000,1.0000,0.7657
16:28:10.7137,0.9804,1.0000,1.0000,1.0000,0.7660
16:28:11.7168,0.9804,1.0000,1.0000,1.0000,0.7663
16:28:12.7193,0.9805,1.0000,1.0000,1.0000,0.7665
16:28:13.7194,0.9805,1.0000,1.0000,1.0000,0.7668
16:28:14.7205,0.9805,1.0000,1.0000,1.0000,0.7670
16:28:15.7206,0.9805,1.0000,1.0000,1.0000,0.7673
16:28:16.7207,0.9806,1.0000,1.0000,1.0000,0.7675
16:28:17.7208,0.9806,1.0000,1.0000,1.0000,0.7678
16:28:18.7208,0.9806,1.0000,1.0000,1.0000,0.7680
16:28:19.7250,0.9806,1.0000,1.0000,1.0000,0.7683
16:28:20.7250,0.9806,1.0000,1.0000,1.0000,0.7685
16:28:21.7250,0.9807,1.0000,1.0000,1.0000,0.7688
16:28:22.7257,0.9807,1.0000,1.0000,1.0000,0.7681
16:28:23.7257,0.9807,1.0000,1.0000,1.0000,0.7674
16:28:24.7289,0.9807,1.0000,1.0000,1.0000,0.7667
16:28:25.7298,0.9807,1.0000,1.0000,1.0000,0.7661
16:28:26.7330,0.9808,1.0000,1.0000,1.0000,0.7663
16:28:27.7343,0.9808,1.0000,1.0000,1.0000,0.7666
16:28:28.7366,0.9808,1.0000,1.0000,1.0000,0.7668
16:28:29.7393,0.9808,1.0000,1.0000,1.0000,0.7671
16:28:30.7425,0.9808,1.0000,1.0000,1.0000,0.7673
16:28:31.7455,0.9808,1.0000,1.0000,1.0000,0.7676
16:28:32.7456,0.9808,1.0000,1.0000,1.0000,0.7678
16:28:33.7467,0.9808,1.0000,1.0000,1.0000,0.7681
16:28:34.7468,0.9809,1.0000,1.0000,1.0000,0.7683
16:28:35.7493,0.9809,1.0000,1.0000,1.0000,0.7686
16:28:36.7493,0.9810,1.0000,1.0000,1.0000,0.7688
16:28:37.7494,0.9810,1.0000,1.0000,1.0000,0.7691
16:28:38.7507,0.9810,1.0000,1.0000,1.0000,0.7693
16:28:39.7539,0.9810,1.0000,1.0000,1.0000,0.7696
16:28:40.7538,0.9811,1.0000,1.0000,1.0000,0.7698
16:28:41.7539,0.9811,1.0000,1.0000,1.0000,0.7700
16:28:42.7539,0.9811,1.0000,1.0000,1.0000,0.7693
16:28:43.7551,0.9811,1.0000,1.0000,1.0000,0.7686
16:28:44.7552,0.9811,1.0000,1.0000,1.0000,0.7671
16:28:45.7553,0.9812,1.0000,1.0000,1.0000,0.7664
16:28:46.7553,0.9812,1.0000,1.0000,1.0000,0.7657
16:28:47.7554,0.9812,1.0000,1.0000,1.0000,0.7651
16:28:48.7554,0.9812,1.0000,1.0000,1.0000,0.7644
16:28:49.7555,0.9800,1.0000,1.0000,1.0000,0.7637
16:28:50.7555,0.9789,1.0000,1.0000,1.0000,0.7631
16:28:51.7556,0.9778,1.0000,1.0000,1.0000,0.7624
16:28:52.7556,0.9766,1.0000,1.0000,1.0000,0.7618
16:28:53.7557,0.9767,1.0000,1.0000,1.0000,0.7611
16:28:54.7557,0.9767,1.0000,1.0000,1.0000,0.7605
16:28:55.7558,0.9768,1.0000,1.0000,1.0000,0.7598
16:28:56.7559,0.9768,1.0000,1.0000,1.0000,0.7592
16:28:57.7560,0.9768,1.0000,1.0000,1.0000,0.7585
16:28:58.7561,0.9768,1.0000,1.0000,1.0000,0.7579
16:28:59.7595,0.9768,1.0000,1.0000,1.0000,0.7573
16:29:00.7626,0.9769,1.0000,1.0000,1.0000,0.7564
16:29:01.7657,0.9769,1.0000,1.0000,1.0000,0.7555
16:29:02.7658,0.9769,1.0000,1.0000,1.0000,0.7546
16:29:03.7658,0.9769,1.0000,1.0000,1.0000,0.7546
16:29:04.7659,0.9769,1.0000,1.0000,1.0000,0.7546
16:29:05.7690,0.9769,1.0000,1.0000,1.0000,0.7546
16:29:06.7714,0.9769,1.0000,1.0000,1.0000,0.7546
16:29:07.7713,0.9769,1.0000,1.0000,1.0000,0.7549
16:29:08.7714,0.9770,1.0000,1.0000,1.0000,0.7551
16:29:09.7730,0.9770,1.0000,1.0000,1.0000,0.7554
16:29:10.7732,0.9770,1.0000,1.0000,1.0000,0.7547
16:29:11.7732,0.9759,1.0000,1.0000,1.0000,0.7541
16:29:12.7733,0.9759,1.0000,1.0000,1.0000,0.7535
16:29:13.7746,0.9759,1.0000,1.0000,1.0000,0.7528
16:29:14.7778,0.9760,1.0000,1.0000,1.0000,0.7522
16:29:15.7778,0.9760,1.0000,1.0000,1.0000,0.7525
16:29:16.7803,0.9760,1.0000,1.0000,1.0000,0.7527
16:29:17.7808,0.9760,1.0000,1.0000,1.0000,0.7530
16:29:18.7839,0.9761,1.0000,1.0000,1.0000,0.7532
16:29:19.7871,0.9761,1.0000,1.0000,1.0000,0.7535
16:29:20.7871,0.9761,1.0000,1.0000,1.0000,0.7537
16:29:21.7872,0.9761,1.0000,1.0000,1.0000,0.7539
16:29:22.7903,0.9761,1.0000,1.0000,1.0000,0.7542
16:29:23.7932,0.9762,1.0000,1.0000,1.0000,0.7544
16:29:24.7951,0.9763,1.0000,1.0000,1.0000,0.7538
16:29:25.7952,0.9763,1.0000,1.0000,1.0000,0.7531
16:29:26.7983,0.9763,1.0000,1.0000,1.0000,0.7525
16:29:27.7989,0.9763,1.0000,1.0000,1.0000,0.7527
16:29:28.7990,0.9764,1.0000,1.0000,1.0000,0.7520
16:29:29.8053,0.9764,1.0000,1.0000,1.0000,0.7514
16:29:30.8083,0.9764,1.0000,1.0000,1.0000,0.7508
16:29:31.8114,0.9764,1.0000,1.0000,1.0000,0.7501
16:29:32.8145,0.9764,1.0000,1.0000,1.0000,0.7495
16:29:33.8175,0.9764,1.0000,1.0000,1.0000,0.7488
16:29:34.8206,0.9764,1.0000,1.0000,1.0000,0.7482
16:29:35.8224,0.9765,1.0000,1.0000,1.0000,0.7476
16:29:36.8224,0.9766,1.0000,1.0000,1.0000,0.7469
16:29:37.8225,0.9766,1.0000,1.0000,1.0000,0.7463
16:29:38.8225,0.9766,1.0000,1.0000,1.0000,0.7456
16:29:39.8225,0.9766,1.0000,1.0000,1.0000,0.7441
16:29:40.8227,0.9767,1.0000,1.0000,1.0000,0.7418
16:29:41.8248,0.9767,1.0000,1.0000,1.0000,0.7395
16:29:42.8250,0.9767,1.0000,1.0000,1.0000,0.7372
16:29:43.8277,0.9767,1.0000,1.0000,1.0000,0.7350
16:29:44.8281,0.9768,1.0000,1.0000,1.0000,0.7327
16:29:45.8300,0.9768,1.0000,1.0000,1.0000,0.7321
16:29:46.8301,0.9768,1.0000,1.0000,1.0000,0.7315
16:29:47.8301,0.9768,1.0000,1.0000,1.0000,0.7309
16:29:48.8312,0.9768,1.0000,1.0000,1.0000,0.7295
16:29:49.8326,0.9769,1.0000,1.0000,1.0000,0.7282
16:29:50.8345,0.9769,1.0000,1.0000,1.0000,0.7268
16:29:51.8345,0.9769,1.0000,1.0000,1.0000,0.7271
16:29:52.8377,0.9769,1.0000,1.0000,1.0000,0.7274
16:29:53.8377,0.9770,1.0000,1.0000,1.0000,0.7276
16:29:54.8418,0.9770,1.0000,1.0000,1.0000,0.7279
16:29:55.8419,0.9770,1.0000,1.0000,1.0000,0.7281
16:29:56.8419,0.9759,1.0000,1.0000,1.0000,0.7283
16:29:57.8444,0.9748,1.0000,1.0000,1.0000,0.7285
16:29:58.8447,0.9738,1.0000,1.0000,1.0000,0.7279
16:29:59.8452,0.9727,1.0000,1.0000,1.0000,0.7272
16:30:00.8462,0.9728,1.0000,1.0000,1.0000,0.7258
16:30:01.8463,0.9729,1.0000,1.0000,1.0000,0.7237
16:30:02.8463,0.9729,1.0000,1.0000,1.0000,0.7216
16:30:03.8474,0.9729,1.0000,1.0000,1.0000,0.7210
16:30:04.8484,0.9729,1.0000,1.0000,1.0000,0.7204
16:30:05.8510,0.9730,1.0000,1.0000,1.0000,0.7198
16:30:06.8525,0.9730,1.0000,1.0000,1.0000,0.7192
16:30:07.8519,0.9731,1.0000,1.0000,1.0000,0.7178
16:30:08.8543,0.9731,1.0000,1.0000,1.0000,0.7165
16:30:09.8572,0.9731,1.0000,1.0000,1.0000,0.7159
16:30:10.8572,0.9731,1.0000,1.0000,1.0000,0.7145
16:30:11.8583,0.9732,1.0000,1.0000,1.0000,0.7124
16:30:12.8608,0.9732,1.0000,1.0000,1.0000,0.7104
16:30:13.8609,0.9732,1.0000,1.0000,1.0000,0.7083
16:30:14.8611,0.9732,1.0000,1.0000,1.0000,0.7063
16:30:15.8611,0.9733,1.0000,1.0000,1.0000,0.7066
16:30:16.8612,0.9733,1.0000,1.0000,1.0000,0.7069
16:30:17.8612,0.9733,1.0000,1.0000,1.0000,0.7071
16:30:18.8614,0.9733,1.0000,1.0000,1.0000,0.7074
16:30:19.8614,0.9733,1.0000,1.0000,1.0000,0.7077
16:30:20.8629,0.9734,1.0000,1.0000,1.0000,0.7079
16:30:21.8629,0.9734,1.0000,1.0000,1.0000,0.7082
16:30:22.8630,0.9734,1.0000,1.0000,1.0000,0.7084
16:30:23.8630,0.9734,1.0000,1.0000,1.0000,0.7086
16:30:24.8631,0.9734,1.0000,1.0000,1.0000,0.7081
16:30:25.8641,0.9734,1.0000,1.0000,1.0000,0.7077
16:30:26.8642,0.9735,1.0000,1.0000,1.0000,0.7072
16:30:27.8642,0.9735,1.0000,1.0000,1.0000,0.7074
16:30:28.8643,0.9725,1.0000,1.0000,1.0000,0.7077
16:30:29.8674,0.9716,1.0000,1.0000,1.0000,0.7080
16:30:30.8674,0.9716,1.0000,1.0000,1.0000,0.7082
16:30:31.8677,0.9716,1.0000,1.0000,1.0000,0.7085
16:30:32.8684,0.9716,1.0000,1.0000,1.0000,0.7088
16:30:33.8691,0.9717,1.0000,1.0000,1.0000,0.7090
16:30:34.8718,0.9707,1.0000,1.0000,1.0000,0.7093
16:30:35.8746,0.9696,1.0000,1.0000,1.0000,0.7095
16:30:36.8747,0.9697,1.0000,1.0000,1.0000,0.7098
16:30:37.8747,0.9697,1.0000,1.0000,1.0000,0.7093
16:30:38.8748,0.9687,1.0000,1.0000,1.0000,0.7088
16:30:39.8750,0.9677,1.0000,1.0000,1.0000,0.7091
16:30:40.8776,0.9667,1.0000,1.0000,1.0000,0.7093
16:30:41.8808,0.9657,1.0000,1.0000,1.0000,0.7096
16:30:42.8808,0.9658,1.0000,1.0000,1.0000,0.7091
16:30:43.8834,0.9647,1.0000,1.0000,1.0000,0.7086
16:30:44.8839,0.9637,1.0000,1.0000,1.0000,0.7081
16:30:45.8870,0.9627,1.0000,1.0000,1.0000,0.7076
16:30:46.8871,0.9617,1.0000,1.0000,1.0000,0.7071
16:30:47.8902,0.9607,1.0000,1.0000,1.0000,0.7067
16:30:48.8903,0.9600,1.0000,1.0000,1.0000,0.7062
16:30:49.8903,0.9590,1.0000,1.0000,1.0000,0.7057
16:30:50.8934,0.9580,1.0000,1.0000,1.0000,0.7052
16:30:51.8964,0.9570,1.0000,1.0000,1.0000,0.7047
16:30:52.8996,0.9560,1.0000,1.0000,1.0000,0.7043
16:30:53.8996,0.9550,1.0000,1.0000,1.0000,0.7038
16:30:54.9009,0.9540,1.0000,1.0000,1.0000,0.7033
16:30:55.9024,0.9531,1.0000,1.0000,1.0000,0.7028
16:30:56.9054,0.9521,1.0000,1.0000,1.0000,0.7024
16:30:57.9081,0.9511,1.0000,1.0000,1.0000,0.7019
16:30:58.9090,0.9501,1.0000,1.0000,1.0000,0.7014
16:30:59.9090,0.9491,1.0000,1.0000,1.0000,0.7009
16:31:00.9091,0.9482,1.0000,1.0000,1.0000,0.7004
16:31:01.9091,0.9472,1.0000,1.0000,1.0000,0.6993
16:31:02.9092,0.9462,1.0000,1.0000,1.0000,0.6981
16:31:03.9202,0.9453,1.0000,1.0000,1.0000,0.6984
16:31:04.9183,0.9443,1.0000,1.0000,1.0000,0.6986
16:31:05.9183,0.9433,1.0000,1.0000,1.0000,0.6989
16:31:06.9184,0.9424,1.0000,1.0000,1.0000,0.6991
16:31:07.9185,0.9414,1.0000,1.0000,1.0000,0.6994
16:31:08.9224,0.9405,1.0000,1.0000,1.0000,0.6997
16:31:09.9225,0.9395,1.0000,1.0000,1.0000,0.6999
16:31:10.9225,0.9386,1.0000,1.0000,1.0000,0.7002
16:31:11.9226,0.9376,1.0000,1.0000,1.0000,0.7004
16:31:12.9260,0.9368,1.0000,1.0000,1.0000,0.7007
16:31:13.9260,0.9358,1.0000,1.0000,1.0000,0.7009
16:31:14.9261,0.9349,1.0000,1.0000,1.0000,0.7012
16:31:15.9261,0.9339,1.0000,1.0000,1.0000,0.7015
16:31:16.9262,0.9330,1.0000,1.0000,1.0000,0.7017
16:31:17.9262,0.9321,1.0000,1.0000,1.0000,0.7020
16:31:18.9273,0.9311,1.0000,1.0000,1.0000,0.7022
16:31:19.9274,0.9302,1.0000,1.0000,1.0000,0.7025
16:31:20.9276,0.9292,1.0000,1.0000,1.0000,0.7027
16:31:21.9286,0.9283,1.0000,1.0000,1.0000,0.7023
16:31:22.9286,0.9273,1.0000,1.0000,1.0000,0.7018
16:31:23.9315,0.9265,1.0000,1.0000,1.0000,0.7013
16:31:24.9318,0.9277,1.0000,1.0000,1.0000,0.7009
16:31:25.9330,0.9277,1.0000,1.0000,1.0000,0.7004
16:31:26.9356,0.9278,1.0000,1.0000,1.0000,0.6992
16:31:27.9394,0.9278,1.0000,1.0000,1.0000,0.6980
16:31:28.9395,0.9279,1.0000,1.0000,1.0000,0.6969
16:31:29.9395,0.9280,1.0000,1.0000,1.0000,0.6957
16:31:30.9437,0.9280,1.0000,1.0000,1.0000,0.6938
16:31:31.9438,0.9281,1.0000,1.0000,1.0000,0.6920
16:31:32.9439,0.9281,1.0000,1.0000,1.0000,0.6901
16:31:33.9440,0.9272,1.0000,1.0000,1.0000,0.6890
16:31:34.9442,0.9264,1.0000,1.0000,1.0000,0.6878
16:31:35.9463,0.9255,1.0000,1.0000,1.0000,0.6860
16:31:36.9463,0.9257,1.0000,1.0000,1.0000,0.6842
16:31:37.9463,0.9258,1.0000,1.0000,1.0000,0.6824
16:31:38.9494,0.9258,1.0000,1.0000,1.0000,0.6806
16:31:39.9525,0.9259,1.0000,1.0000,1.0000,0.6802
16:31:40.9526,0.9259,1.0000,1.0000,1.0000,0.6790
16:31:41.9542,0.9260,1.0000,1.0000,1.0000,0.6779
16:31:42.9563,0.9262,1.0000,1.0000,1.0000,0.6762
16:31:43.9594,0.9263,1.0000,1.0000,1.0000,0.6745
16:31:44.9607,0.9263,1.0000,1.0000,1.0000,0.6728
16:31:45.9609,0.9264,1.0000,1.0000,1.0000,0.6730
16:31:46.9609,0.9265,1.0000,1.0000,1.0000,0.6733
16:31:47.9610,0.9265,1.0000,1.0000,1.0000,0.6736
16:31:48.9611,0.9266,1.0000,1.0000,1.0000,0.6738
16:31:49.9624,0.9267,1.0000,1.0000,1.0000,0.6740
16:31:50.9624,0.9267,1.0000,1.0000,1.0000,0.6743
16:31:51.9625,0.9268,1.0000,1.0000,1.0000,0.6745
16:31:52.9646,0.9268,1.0000,1.0000,1.0000,0.6741
16:31:53.9672,0.9269,1.0000,1.0000,1.0000,0.6736
16:31:54.9671,0.9270,1.0000,1.0000,1.0000,0.6732
16:31:55.9672,0.9271,1.0000,1.0000,1.0000,0.6729
16:31:56.9686,0.9271,1.0000,1.0000,1.0000,0.6725
16:31:57.9701,0.9272,1.0000,1.0000,1.0000,0.6727
16:31:58.9701,0.9273,1.0000,1.0000,1.0000,0.6730
16:31:59.9702,0.9273,1.0000,1.0000,1.0000,0.6733
16:32:00.9703,0.9274,1.0000,1.0000,1.0000,0.6735
16:32:01.9703,0.9275,1.0000,1.0000,1.0000,0.6738
16:32:02.9703,0.9275,1.0000,1.0000,1.0000,0.6740
16:32:03.9731,0.9276,1.0000,1.0000,1.0000,0.6743
16:32:04.9732,0.9277,1.0000,1.0000,1.0000,0.6746
16:32:05.9731,0.9277,1.0000,1.0000,1.0000,0.6748
16:32:06.9751,0.9278,1.0000,1.0000,1.0000,0.6751
16:32:07.9782,0.9278,1.0000,1.0000,1.0000,0.6753
16:32:08.9783,0.9279,1.0000,1.0000,1.0000,0.6756
16:32:09.9783,0.9280,1.0000,1.0000,1.0000,0.6759
16:32:10.9784,0.9280,1.0000,1.0000,1.0000,0.6761
16:32:11.9796,0.9281,1.0000,1.0000,1.0000,0.6764
16:32:12.9817,0.9281,1.0000,1.0000,1.0000,0.6766
16:32:13.9855,0.9282,1.0000,1.0000,1.0000,0.6769
16:32:14.9855,0.9283,1.0000,1.0000,1.0000,0.6772
16:32:15.9864,0.9283,1.0000,1.0000,1.0000,0.6774
16:32:16.9865,0.9284,1.0000,1.0000,1.0000,0.6777
16:32:17.9867,0.9284,1.0000,1.0000,1.0000,0.6779
16:32:18.9898,0.9285,1.0000,1.0000,1.0000,0.6782
16:32:19.9929,0.9285,1.0000,1.0000,1.0000,0.6784
16:32:20.9952,0.9286,1.0000,1.0000,1.0000,0.6780
