,Goal 1,Goal 2,Goal 3,Goal 4,Avoid [Ambulance Mobilized At Station]
timestamp,cps,cps,cps,cps,cps
16:18:43.0818,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:44.0818,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:45.0819,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:46.0819,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:47.0820,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:48.0820,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:49.0821,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:50.0844,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:51.0859,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:52.0876,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:53.0877,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:54.0890,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:55.0890,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:56.0910,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:57.0912,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:58.0913,0.9920,1.0000,1.0000,1.0000,0.9038
16:18:59.0926,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:00.0927,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:01.0927,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:02.0959,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:03.0989,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:04.1008,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:05.1031,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:06.1032,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:07.1059,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:08.1060,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:09.1060,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:10.1061,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:11.1073,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:12.1076,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:13.1078,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:14.1084,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:15.1084,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:16.1106,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:17.1106,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:18.1112,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:19.1140,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:20.1140,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:21.1163,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:22.1193,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:23.1211,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:24.1211,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:25.1214,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:26.1223,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:27.1249,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:28.1248,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:29.1271,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:30.1271,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:31.1281,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:32.1297,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:33.1328,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:34.1336,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:35.1336,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:36.1337,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:37.1337,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:38.1338,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:39.1339,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:40.1339,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:41.1339,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:42.1371,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:43.1379,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:44.1410,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:45.1411,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:46.1442,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:47.1442,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:48.1458,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:49.1478,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:50.1507,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:51.1508,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:52.1508,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:53.1508,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:54.1509,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:55.1510,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:56.1510,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:57.1510,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:58.1541,0.9920,1.0000,1.0000,1.0000,0.9038
16:19:59.1544,0.9920,1.0000,1.0000,1.0000,0.9038
16:20:00.1544,0.9920,1.0000,1.0000,1.0000,0.9041
16:20:01.1544,0.9920,1.0000,1.0000,1.0000,0.9043
16:20:02.1575,0.9920,1.0000,1.0000,1.0000,0.9046
16:20:03.1583,0.9921,1.0000,1.0000,1.0000,0.9024
16:20:04.1614,0.9921,1.0000,1.0000,1.0000,0.9003
16:20:05.1646,0.9921,1.0000,1.0000,1.0000,0.8981
16:20:06.1664,0.9921,1.0000,1.0000,1.0000,0.8960
16:20:07.1695,0.9921,1.0000,1.0000,1.0000,0.8939
16:20:08.1695,0.9922,1.0000,1.0000,1.0000,0.8917
16:20:09.1696,0.9922,1.0000,1.0000,1.0000,0.8896
16:20:10.1696,0.9922,1.0000,1.0000,1.0000,0.8875
16:20:11.1722,0.9922,1.0000,1.0000,1.0000,0.8854
16:20:12.1753,0.9922,1.0000,1.0000,1.0000,0.8834
16:20:13.1778,0.9923,1.0000,1.0000,1.0000,0.8813
16:20:14.1781,0.9923,1.0000,1.0000,1.0000,0.8792
16:20:15.1781,0.9923,1.0000,1.0000,1.0000,0.8772
16:20:16.1782,0.9923,1.0000,1.0000,1.0000,0.8752
16:20:17.1788,0.9923,1.0000,1.0000,1.0000,0.8732
16:20:18.1813,0.9924,1.0000,1.0000,1.0000,0.8713
16:20:19.1813,0.9924,1.0000,1.0000,1.0000,0.8694
16:20:20.1845,0.9924,1.0000,1.0000,1.0000,0.8697
16:20:21.1853,0.9924,1.0000,1.0000,1.0000,0.8700
16:20:22.1854,0.9924,1.0000,1.0000,1.0000,0.8703
16:20:23.1854,0.9925,1.0000,1.0000,1.0000,0.8706
16:20:24.1855,0.9904,1.0000,1.0000,1.0000,0.8710
16:20:25.1855,0.9884,1.0000,1.0000,1.0000,0.8713
16:20:26.1856,0.9863,1.0000,1.0000,1.0000,0.8716
16:20:27.1872,0.9843,1.0000,1.0000,1.0000,0.8719
16:20:28.1907,0.9823,1.0000,1.0000,1.0000,0.8722
16:20:29.1938,0.9803,1.0000,1.0000,1.0000,0.8725
16:20:30.1953,0.9783,1.0000,1.0000,1.0000,0.8728
16:20:31.1984,0.9763,1.0000,1.0000,1.0000,0.8731
16:20:32.2000,0.9743,1.0000,1.0000,1.0000,0.8734
16:20:33.2022,0.9723,1.0000,1.0000,1.0000,0.8737
16:20:34.2023,0.9703,1.0000,1.0000,1.0000,0.8740
16:20:35.2024,0.9684,1.0000,1.0000,1.0000,0.8743
16:20:36.2024,0.9698,1.0000,1.0000,1.0000,0.8745
16:20:37.2025,0.9699,1.0000,1.0000,1.0000,0.8748
16:20:38.2036,0.9700,1.0000,1.0000,1.0000,0.8751
16:20:39.2038,0.9700,1.0000,1.0000,1.0000,0.8754
16:20:40.2074,0.9701,1.0000,1.0000,1.0000,0.8757
16:20:41.2077,0.9701,1.0000,1.0000,1.0000,0.8760
16:20:42.2097,0.9702,1.0000,1.0000,1.0000,0.8763
16:20:43.2129,0.9703,1.0000,1.0000,1.0000,0.8765
16:20:44.2131,0.9703,1.0000,1.0000,1.0000,0.8768
16:20:45.2163,0.9704,1.0000,1.0000,1.0000,0.8771
16:20:46.2165,0.9704,1.0000,1.0000,1.0000,0.8774
16:20:47.2165,0.9705,1.0000,1.0000,1.0000,0.8777
16:20:48.2180,0.9706,1.0000,1.0000,1.0000,0.8779
16:20:49.2180,0.9706,1.0000,1.0000,1.0000,0.8782
16:20:50.2180,0.9707,1.0000,1.0000,1.0000,0.8785
16:20:51.2182,0.9707,1.0000,1.0000,1.0000,0.8788
16:20:52.2201,0.9708,1.0000,1.0000,1.0000,0.8790
16:20:53.2233,0.9708,1.0000,1.0000,1.0000,0.8793
16:20:54.2242,0.9709,1.0000,1.0000,1.0000,0.8796
16:20:55.2273,0.9709,1.0000,1.0000,1.0000,0.8798
16:20:56.2304,0.9709,1.0000,1.0000,1.0000,0.8801
16:20:57.2323,0.9709,1.0000,1.0000,1.0000,0.8804
16:20:58.2354,0.9709,1.0000,1.0000,1.0000,0.8806
16:20:59.2377,0.9709,1.0000,1.0000,1.0000,0.8809
16:21:00.2381,0.9712,1.0000,1.0000,1.0000,0.8812
16:21:01.2383,0.9713,1.0000,1.0000,1.0000,0.8814
16:21:02.2386,0.9713,1.0000,1.0000,1.0000,0.8817
16:21:03.2386,0.9714,1.0000,1.0000,1.0000,0.8819
16:21:04.2386,0.9715,1.0000,1.0000,1.0000,0.8822
16:21:05.2387,0.9715,1.0000,1.0000,1.0000,0.8825
16:21:06.2387,0.9716,1.0000,1.0000,1.0000,0.8827
16:21:07.2388,0.9716,1.0000,1.0000,1.0000,0.8830
16:21:08.2388,0.9717,1.0000,1.0000,1.0000,0.8832
16:21:09.2431,0.9717,1.0000,1.0000,1.0000,0.8835
16:21:10.2463,0.9718,1.0000,1.0000,1.0000,0.8837
16:21:11.2488,0.9718,1.0000,1.0000,1.0000,0.8840
16:21:12.2519,0.9719,1.0000,1.0000,1.0000,0.8842
16:21:13.2538,0.9719,1.0000,1.0000,1.0000,0.8845
16:21:14.2538,0.9719,1.0000,1.0000,1.0000,0.8847
16:21:15.2539,0.9719,1.0000,1.0000,1.0000,0.8850
16:21:16.2539,0.9719,1.0000,1.0000,1.0000,0.8852
16:21:17.2540,0.9719,1.0000,1.0000,1.0000,0.8854
16:21:18.2540,0.9722,1.0000,1.0000,1.0000,0.8857
16:21:19.2541,0.9723,1.0000,1.0000,1.0000,0.8859
16:21:20.2541,0.9723,1.0000,1.0000,1.0000,0.8862
16:21:21.2542,0.9724,1.0000,1.0000,1.0000,0.8864
16:21:22.2542,0.9724,1.0000,1.0000,1.0000,0.8866
16:21:23.2543,0.9725,1.0000,1.0000,1.0000,0.8869
16:21:24.2543,0.9725,1.0000,1.0000,1.0000,0.8871
16:21:25.2565,0.9726,1.0000,1.0000,1.0000,0.8874
16:21:26.2573,0.9726,1.0000,1.0000,1.0000,0.8874
16:21:27.2574,0.9726,1.0000,1.0000,1.0000,0.8874
16:21:28.2574,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:29.2576,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:30.2591,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:31.2611,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:32.2612,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:33.2612,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:34.2613,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:35.2613,0.9727,1.0000,1.0000,1.0000,0.8874
16:21:36.2614,0.9730,1.0000,1.0000,1.0000,0.8874
16:21:37.2614,0.9730,1.0000,1.0000,1.0000,0.8874
16:21:38.2615,0.9730,1.0000,1.0000,1.0000,0.8874
16:21:39.2618,0.9731,1.0000,1.0000,1.0000,0.8874
16:21:40.2619,0.9731,1.0000,1.0000,1.0000,0.8874
16:21:41.2619,0.9731,1.0000,1.0000,1.0000,0.8874
16:21:42.2620,0.9732,1.0000,1.0000,1.0000,0.8874
16:21:43.2620,0.9732,1.0000,1.0000,1.0000,0.8874
16:21:44.2621,0.9732,1.0000,1.0000,1.0000,0.8874
16:21:45.2624,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:46.2631,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:47.2631,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:48.2633,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:49.2634,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:50.2660,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:51.2691,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:52.2692,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:53.2705,0.9733,1.0000,1.0000,1.0000,0.8874
16:21:54.2709,0.9736,1.0000,1.0000,1.0000,0.8874
16:21:55.2720,0.9736,1.0000,1.0000,1.0000,0.8874
16:21:56.2745,0.9736,1.0000,1.0000,1.0000,0.8874
16:21:57.2776,0.9737,1.0000,1.0000,1.0000,0.8874
16:21:58.2786,0.9737,1.0000,1.0000,1.0000,0.8874
16:21:59.2787,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:00.2815,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:01.2827,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:02.2858,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:03.2860,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:04.2887,0.9737,1.0000,1.0000,1.0000,0.8874
16:22:05.2905,0.9738,1.0000,1.0000,1.0000,0.8876
16:22:06.2905,0.9740,1.0000,1.0000,1.0000,0.8878
16:22:07.2905,0.9740,1.0000,1.0000,1.0000,0.8881
16:22:08.2906,0.9741,1.0000,1.0000,1.0000,0.8883
16:22:09.2910,0.9741,1.0000,1.0000,1.0000,0.8885
16:22:10.2911,0.9742,1.0000,1.0000,1.0000,0.8887
16:22:11.2953,0.9742,1.0000,1.0000,1.0000,0.8890
16:22:12.2955,0.9743,1.0000,1.0000,1.0000,0.8892
16:22:13.2955,0.9743,1.0000,1.0000,1.0000,0.8894
16:22:14.2985,0.9744,1.0000,1.0000,1.0000,0.8897
16:22:15.2991,0.9744,1.0000,1.0000,1.0000,0.8899
16:22:16.3012,0.9744,1.0000,1.0000,1.0000,0.8901
16:22:17.3043,0.9745,1.0000,1.0000,1.0000,0.8903
16:22:18.3062,0.9745,1.0000,1.0000,1.0000,0.8905
16:22:19.3138,0.9746,1.0000,1.0000,1.0000,0.8908
16:22:20.3146,0.9746,1.0000,1.0000,1.0000,0.8910
16:22:21.3153,0.9747,1.0000,1.0000,1.0000,0.8912
16:22:22.3184,0.9747,1.0000,1.0000,1.0000,0.8914
16:22:23.3199,0.9747,1.0000,1.0000,1.0000,0.8916
16:22:24.3200,0.9748,1.0000,1.0000,1.0000,0.8919
16:22:25.3231,0.9748,1.0000,1.0000,1.0000,0.8921
16:22:26.3232,0.9749,1.0000,1.0000,1.0000,0.8923
16:22:27.3232,0.9749,1.0000,1.0000,1.0000,0.8925
16:22:28.3234,0.9750,1.0000,1.0000,1.0000,0.8927
16:22:29.3238,0.9750,1.0000,1.0000,1.0000,0.8929
16:22:30.3238,0.9750,1.0000,1.0000,1.0000,0.8931
16:22:31.3239,0.9751,1.0000,1.0000,1.0000,0.8934
16:22:32.3239,0.9751,1.0000,1.0000,1.0000,0.8936
16:22:33.3240,0.9752,1.0000,1.0000,1.0000,0.8938
16:22:34.3240,0.9752,1.0000,1.0000,1.0000,0.8940
16:22:35.3241,0.9753,1.0000,1.0000,1.0000,0.8942
16:22:36.3241,0.9753,1.0000,1.0000,1.0000,0.8926
16:22:37.3242,0.9753,1.0000,1.0000,1.0000,0.8909
16:22:38.3273,0.9753,1.0000,1.0000,1.0000,0.8893
16:22:39.3281,0.9753,1.0000,1.0000,1.0000,0.8877
16:22:40.3281,0.9753,1.0000,1.0000,1.0000,0.8861
16:22:41.3302,0.9753,1.0000,1.0000,1.0000,0.8845
16:22:42.3333,0.9753,1.0000,1.0000,1.0000,0.8830
16:22:43.3364,0.9754,1.0000,1.0000,1.0000,0.8814
16:22:44.3382,0.9754,1.0000,1.0000,1.0000,0.8798
16:22:45.3407,0.9754,1.0000,1.0000,1.0000,0.8782
16:22:46.3408,0.9754,1.0000,1.0000,1.0000,0.8767
16:22:47.3408,0.9757,1.0000,1.0000,1.0000,0.8751
16:22:48.3408,0.9758,1.0000,1.0000,1.0000,0.8735
16:22:49.3409,0.9758,1.0000,1.0000,1.0000,0.8720
16:22:50.3409,0.9759,1.0000,1.0000,1.0000,0.8705
16:22:51.3410,0.9759,1.0000,1.0000,1.0000,0.8689
16:22:52.3410,0.9759,1.0000,1.0000,1.0000,0.8674
16:22:53.3411,0.9759,1.0000,1.0000,1.0000,0.8659
16:22:54.3412,0.9760,1.0000,1.0000,1.0000,0.8643
16:22:55.3412,0.9760,1.0000,1.0000,1.0000,0.8628
16:22:56.3412,0.9760,1.0000,1.0000,1.0000,0.8613
16:22:57.3413,0.9760,1.0000,1.0000,1.0000,0.8598
16:22:58.3413,0.9760,1.0000,1.0000,1.0000,0.8582
16:22:59.3413,0.9760,1.0000,1.0000,1.0000,0.8567
16:23:00.3427,0.9762,1.0000,1.0000,1.0000,0.8553
16:23:01.3427,0.9763,1.0000,1.0000,1.0000,0.8521
16:23:02.3450,0.9763,1.0000,1.0000,1.0000,0.8506
16:23:03.3450,0.9744,1.0000,1.0000,1.0000,0.8492
16:23:04.3482,0.9724,1.0000,1.0000,1.0000,0.8477
16:23:05.3484,0.9727,1.0000,1.0000,1.0000,0.8463
16:23:06.3484,0.9727,1.0000,1.0000,1.0000,0.8450
16:23:07.3490,0.9728,1.0000,1.0000,1.0000,0.8437
16:23:08.3521,0.9728,1.0000,1.0000,1.0000,0.8439
16:23:09.3527,0.9729,1.0000,1.0000,1.0000,0.8442
16:23:10.3557,0.9729,1.0000,1.0000,1.0000,0.8445
16:23:11.3582,0.9729,1.0000,1.0000,1.0000,0.8448
16:23:12.3582,0.9729,1.0000,1.0000,1.0000,0.8451
16:23:13.3583,0.9730,1.0000,1.0000,1.0000,0.8453
16:23:14.3583,0.9730,1.0000,1.0000,1.0000,0.8456
16:23:15.3583,0.9730,1.0000,1.0000,1.0000,0.8459
16:23:16.3583,0.9730,1.0000,1.0000,1.0000,0.8461
16:23:17.3584,0.9730,1.0000,1.0000,1.0000,0.8464
16:23:18.3615,0.9730,1.0000,1.0000,1.0000,0.8467
16:23:19.3647,0.9731,1.0000,1.0000,1.0000,0.8470
16:23:20.3656,0.9731,1.0000,1.0000,1.0000,0.8472
16:23:21.3677,0.9731,1.0000,1.0000,1.0000,0.8475
16:23:22.3678,0.9731,1.0000,1.0000,1.0000,0.8478
16:23:23.3710,0.9735,1.0000,1.0000,1.0000,0.8480
16:23:24.3712,0.9735,1.0000,1.0000,1.0000,0.8483
16:23:25.3718,0.9735,1.0000,1.0000,1.0000,0.8486
16:23:26.3731,0.9736,1.0000,1.0000,1.0000,0.8488
16:23:27.3751,0.9736,1.0000,1.0000,1.0000,0.8491
16:23:28.3778,0.9737,1.0000,1.0000,1.0000,0.8493
16:23:29.3779,0.9737,1.0000,1.0000,1.0000,0.8480
16:23:30.3793,0.9737,1.0000,1.0000,1.0000,0.8467
16:23:31.3800,0.9737,1.0000,1.0000,1.0000,0.8454
16:23:32.3832,0.9737,1.0000,1.0000,1.0000,0.8441
16:23:33.3832,0.9737,1.0000,1.0000,1.0000,0.8428
16:23:34.3921,0.9737,1.0000,1.0000,1.0000,0.8415
16:23:35.3925,0.9739,1.0000,1.0000,1.0000,0.8403
16:23:36.3926,0.9739,1.0000,1.0000,1.0000,0.8390
16:23:37.3946,0.9740,1.0000,1.0000,1.0000,0.8377
16:23:38.3947,0.9740,1.0000,1.0000,1.0000,0.8364
16:23:39.3947,0.9740,1.0000,1.0000,1.0000,0.8352
16:23:40.3948,0.9741,1.0000,1.0000,1.0000,0.8339
16:23:41.3978,0.9741,1.0000,1.0000,1.0000,0.8326
16:23:42.3997,0.9742,1.0000,1.0000,1.0000,0.8314
16:23:43.4025,0.9743,1.0000,1.0000,1.0000,0.8302
16:23:44.4047,0.9743,1.0000,1.0000,1.0000,0.8290
16:23:45.4047,0.9744,1.0000,1.0000,1.0000,0.8293
16:23:46.4065,0.9744,1.0000,1.0000,1.0000,0.8296
16:23:47.4095,0.9744,1.0000,1.0000,1.0000,0.8299
16:23:48.4095,0.9744,1.0000,1.0000,1.0000,0.8301
16:23:49.4096,0.9744,1.0000,1.0000,1.0000,0.8304
16:23:50.4101,0.9745,1.0000,1.0000,1.0000,0.8307
16:23:51.4111,0.9745,1.0000,1.0000,1.0000,0.8310
16:23:52.4111,0.9745,1.0000,1.0000,1.0000,0.8312
16:23:53.4112,0.9745,1.0000,1.0000,1.0000,0.8315
16:23:54.4139,0.9745,1.0000,1.0000,1.0000,0.8318
16:23:55.4142,0.9745,1.0000,1.0000,1.0000,0.8321
16:23:56.4149,0.9745,1.0000,1.0000,1.0000,0.8323
16:23:57.4181,0.9745,1.0000,1.0000,1.0000,0.8326
16:23:58.4181,0.9728,1.0000,1.0000,1.0000,0.8329
16:23:59.4191,0.9729,1.0000,1.0000,1.0000,0.8317
16:24:00.4223,0.9729,1.0000,1.0000,1.0000,0.8305
16:24:01.4259,0.9729,1.0000,1.0000,1.0000,0.8293
16:24:02.4272,0.9729,1.0000,1.0000,1.0000,0.8282
16:24:03.4272,0.9729,1.0000,1.0000,1.0000,0.8270
16:24:04.4273,0.9729,1.0000,1.0000,1.0000,0.8258
16:24:05.4278,0.9734,1.0000,1.0000,1.0000,0.8246
16:24:06.4293,0.9734,1.0000,1.0000,1.0000,0.8235
16:24:07.4314,0.9734,1.0000,1.0000,1.0000,0.8223
16:24:08.4345,0.9735,1.0000,1.0000,1.0000,0.8212
16:24:09.4376,0.9735,1.0000,1.0000,1.0000,0.8200
16:24:10.4395,0.9735,1.0000,1.0000,1.0000,0.8189
16:24:11.4396,0.9737,1.0000,1.0000,1.0000,0.8177
16:24:12.4396,0.9737,1.0000,1.0000,1.0000,0.8166
16:24:13.4436,0.9737,1.0000,1.0000,1.0000,0.8155
16:24:14.4440,0.9738,1.0000,1.0000,1.0000,0.8155
16:24:15.4440,0.9738,1.0000,1.0000,1.0000,0.8155
16:24:16.4454,0.9738,1.0000,1.0000,1.0000,0.8155
16:24:17.4454,0.9738,1.0000,1.0000,1.0000,0.8155
16:24:18.4455,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:19.4479,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:20.4504,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:21.4505,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:22.4520,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:23.4535,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:24.4566,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:25.4585,0.9739,1.0000,1.0000,1.0000,0.8155
16:24:26.4609,0.9740,1.0000,1.0000,1.0000,0.8158
16:24:27.4629,0.9740,1.0000,1.0000,1.0000,0.8160
16:24:28.4637,0.9740,1.0000,1.0000,1.0000,0.8163
16:24:29.4642,0.9740,1.0000,1.0000,1.0000,0.8151
16:24:30.4661,0.9740,1.0000,1.0000,1.0000,0.8140
16:24:31.4663,0.9740,1.0000,1.0000,1.0000,0.8129
16:24:32.4683,0.9740,1.0000,1.0000,1.0000,0.8117
16:24:33.4683,0.9741,1.0000,1.0000,1.0000,0.8106
16:24:34.4714,0.9741,1.0000,1.0000,1.0000,0.8095
16:24:35.4724,0.9741,1.0000,1.0000,1.0000,0.8083
16:24:36.4725,0.9741,1.0000,1.0000,1.0000,0.8072
16:24:37.4725,0.9741,1.0000,1.0000,1.0000,0.8061
16:24:38.4757,0.9741,1.0000,1.0000,1.0000,0.8050
16:24:39.4777,0.9741,1.0000,1.0000,1.0000,0.8039
16:24:40.4779,0.9742,1.0000,1.0000,1.0000,0.8028
16:24:41.4810,0.9742,1.0000,1.0000,1.0000,0.8017
16:24:42.4841,0.9742,1.0000,1.0000,1.0000,0.8007
16:24:43.4872,0.9742,1.0000,1.0000,1.0000,0.7997
16:24:44.4904,0.9743,1.0000,1.0000,1.0000,0.8000
16:24:45.4907,0.9743,1.0000,1.0000,1.0000,0.8003
16:24:46.4939,0.9743,1.0000,1.0000,1.0000,0.8006
16:24:47.4952,0.9748,1.0000,1.0000,1.0000,0.8009
16:24:48.4953,0.9749,1.0000,1.0000,1.0000,0.8012
16:24:49.4953,0.9749,1.0000,1.0000,1.0000,0.8015
16:24:50.4954,0.9749,1.0000,1.0000,1.0000,0.8018
16:24:51.4954,0.9750,1.0000,1.0000,1.0000,0.8021
16:24:52.4955,0.9750,1.0000,1.0000,1.0000,0.8024
16:24:53.4955,0.9750,1.0000,1.0000,1.0000,0.8027
16:24:54.4956,0.9751,1.0000,1.0000,1.0000,0.8030
16:24:55.4956,0.9751,1.0000,1.0000,1.0000,0.8032
16:24:56.4957,0.9751,1.0000,1.0000,1.0000,0.8035
16:24:57.4957,0.9752,1.0000,1.0000,1.0000,0.8038
16:24:58.4958,0.9752,1.0000,1.0000,1.0000,0.8041
16:24:59.4958,0.9752,1.0000,1.0000,1.0000,0.8044
16:25:00.4959,0.9752,1.0000,1.0000,1.0000,0.8047
16:25:01.4959,0.9752,1.0000,1.0000,1.0000,0.8050
16:25:02.4959,0.9753,1.0000,1.0000,1.0000,0.8053
16:25:03.4962,0.9753,1.0000,1.0000,1.0000,0.8055
16:25:04.4964,0.9753,1.0000,1.0000,1.0000,0.8058
16:25:05.4965,0.9754,1.0000,1.0000,1.0000,0.8061
16:25:06.4965,0.9755,1.0000,1.0000,1.0000,0.8064
16:25:07.4966,0.9755,1.0000,1.0000,1.0000,0.8067
16:25:08.4966,0.9755,1.0000,1.0000,1.0000,0.8069
16:25:09.4988,0.9756,1.0000,1.0000,1.0000,0.8072
16:25:10.4989,0.9756,1.0000,1.0000,1.0000,0.8075
16:25:11.5017,0.9756,1.0000,1.0000,1.0000,0.8078
16:25:12.5049,0.9757,1.0000,1.0000,1.0000,0.8081
16:25:13.5080,0.9757,1.0000,1.0000,1.0000,0.8083
16:25:14.5099,0.9757,1.0000,1.0000,1.0000,0.8086
16:25:15.5127,0.9758,1.0000,1.0000,1.0000,0.8089
16:25:16.5128,0.9758,1.0000,1.0000,1.0000,0.8092
16:25:17.5128,0.9758,1.0000,1.0000,1.0000,0.8094
16:25:18.5129,0.9759,1.0000,1.0000,1.0000,0.8097
16:25:19.5129,0.9759,1.0000,1.0000,1.0000,0.8100
16:25:20.5141,0.9759,1.0000,1.0000,1.0000,0.8102
16:25:21.5141,0.9760,1.0000,1.0000,1.0000,0.8105
16:25:22.5143,0.9760,1.0000,1.0000,1.0000,0.8108
16:25:23.5153,0.9760,1.0000,1.0000,1.0000,0.8110
16:25:24.5175,0.9761,1.0000,1.0000,1.0000,0.8113
16:25:25.5204,0.9761,1.0000,1.0000,1.0000,0.8116
16:25:26.5205,0.9761,1.0000,1.0000,1.0000,0.8118
16:25:27.5205,0.9762,1.0000,1.0000,1.0000,0.8121
16:25:28.5206,0.9762,1.0000,1.0000,1.0000,0.8123
16:25:29.5206,0.9762,1.0000,1.0000,1.0000,0.8125
16:25:30.5207,0.9763,1.0000,1.0000,1.0000,0.8114
16:25:31.5209,0.9763,1.0000,1.0000,1.0000,0.8104
